"Source,Relation,Target"
"TechnologyService,""['FlowRelationship', 'AssociationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",Node"
"TechnologyService,""['FlowRelationship', 'AssociationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",TechnologyEvent"
"TechnologyService,""['CompositionRelationship', 'FlowRelationship', 'AggregationRelationship', 'AssociationRelationship', 'SpecializationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",TechnologyService"
"TechnologyService,""['AccessRelationshi', 'AssociationRelationship']"",Artifact"
"TechnologyService,""['FlowRelationship', 'AssociationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",Node"
"TechnologyInterface,""['FlowRelationship', 'AssignmentRelationship', 'AssociationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",TechnologyService"
"TechnologyInterface,""['FlowRelationship', 'AssociationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",Node"
"Node,""['FlowRelationship', 'AssignmentRelationship', 'AssociationRelationship', 'RealizationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",TechnologyProcess"
"Node,""['FlowRelationship', 'AssociationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",Path"
"Path,""['FlowRelationship', 'AggregationRelationship', 'AssignmentRelationship', 'AssociationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",Node"
"Path,""['FlowRelationship', 'AggregationRelationship', 'AssignmentRelationship', 'AssociationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",Node"
"TechnologyCollaboration,""['FlowRelationship', 'AggregationRelationship', 'AssignmentRelationship', 'AssociationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",Node"
"TechnologyCollaboration,""['FlowRelationship', 'AggregationRelationship', 'AssignmentRelationship', 'AssociationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",Node"
"CommunicationNetwork,""['FlowRelationship', 'AssociationRelationship', 'RealizationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",Path"
"CommunicationNetwork,""['FlowRelationship', 'AggregationRelationship', 'AssociationRelationship', 'RealizationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",Device"
"CommunicationNetwork,""['FlowRelationship', 'AggregationRelationship', 'AssociationRelationship', 'RealizationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",Device"
"CommunicationNetwork,""['FlowRelationship', 'AggregationRelationship', 'AssignmentRelationship', 'AssociationRelationship', 'RealizationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",SystemSoftware"
"CommunicationNetwork,""['FlowRelationship', 'AggregationRelationship', 'AssignmentRelationship', 'AssociationRelationship', 'RealizationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",SystemSoftware"
"Device,""['FlowRelationship', 'AssociationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",Node"
"Device,""['CompositionRelationship', 'FlowRelationship', 'AggregationRelationship', 'AssignmentRelationship', 'AssociationRelationship', 'RealizationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",SystemSoftware"
"SystemSoftware,""['CompositionRelationship', 'FlowRelationship', 'AggregationRelationship', 'AssignmentRelationship', 'AssociationRelationship', 'RealizationRelationship', 'SpecializationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",SystemSoftware"
"SystemSoftware,""['FlowRelationship', 'AssociationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",CommunicationNetwork"
"TechnologyProcess,""['FlowRelationship', 'AssociationRelationship', 'RealizationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",TechnologyService"
"TechnologyProcess,""['AccessRelationshi', 'AssociationRelationship']"",Artifact"
"TechnologyProcess,""['FlowRelationship', 'AssociationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",TechnologyEvent"
"TechnologyProcess,""['CompositionRelationship', 'FlowRelationship', 'AggregationRelationship', 'AssociationRelationship', 'SpecializationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",TechnologyProcess"
"TechnologyProcess,""['CompositionRelationship', 'FlowRelationship', 'AggregationRelationship', 'AssociationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",TechnologyFunction"
"TechnologyProcess,""['CompositionRelationship', 'FlowRelationship', 'AggregationRelationship', 'AssociationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",TechnologyInteraction"
"TechnologyFunction,""['FlowRelationship', 'AssociationRelationship', 'RealizationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",TechnologyService"
"TechnologyFunction,""['AccessRelationshi', 'AssociationRelationship']"",Artifact"
"TechnologyFunction,""['FlowRelationship', 'AssociationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",TechnologyEvent"
"TechnologyFunction,""['CompositionRelationship', 'FlowRelationship', 'AggregationRelationship', 'AssociationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",TechnologyProcess"
"TechnologyFunction,""['CompositionRelationship', 'FlowRelationship', 'AggregationRelationship', 'AssociationRelationship', 'SpecializationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",TechnologyFunction"
"TechnologyFunction,""['CompositionRelationship', 'FlowRelationship', 'AggregationRelationship', 'AssociationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",TechnologyInteraction"
"TechnologyInteraction,""['FlowRelationship', 'AssociationRelationship', 'RealizationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",TechnologyService"
"TechnologyInteraction,""['AccessRelationshi', 'AssociationRelationship']"",Artifact"
"TechnologyInteraction,""['FlowRelationship', 'AssociationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",TechnologyEvent"
"TechnologyInteraction,""['CompositionRelationship', 'FlowRelationship', 'AggregationRelationship', 'AssociationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",TechnologyProcess"
"TechnologyInteraction,""['CompositionRelationship', 'FlowRelationship', 'AggregationRelationship', 'AssociationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",TechnologyFunction"
"TechnologyInteraction,""['CompositionRelationship', 'FlowRelationship', 'AggregationRelationship', 'AssociationRelationship', 'SpecializationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",TechnologyInteraction"
"TechnologyEvent,""['FlowRelationship', 'AssociationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",TechnologyService"
"TechnologyEvent,""['FlowRelationship', 'AssociationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",TechnologyProcess"
"TechnologyEvent,""['FlowRelationship', 'AssociationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",TechnologyFunction"
"TechnologyEvent,""['FlowRelationship', 'AssociationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",TechnologyInteraction"
"TechnologyEvent,""['AccessRelationshi', 'AssociationRelationship']"",Artifact"
"TechnologyEvent,""['CompositionRelationship', 'FlowRelationship', 'AggregationRelationship', 'AssociationRelationship', 'SpecializationRelationship', 'TriggeringRelationship', 'ServingRelationship']"",TechnologyEvent"
